id,name,nation,role,salary_rank,comma_less_salary,team,season,salary
331,Bharat Chipli,India,Batsman,404,1200000,RCB,2009,"12,00,000"
332,Bhuvneshwar kumar,India,Bowler,25,600000,RCB,2009,"6,00,000"
333,Cameron White,Australia,Batsman,84,24560000,RCB,2009,"2,45,60,000"
334,Chidhambaram Gautam,India,Wicketkeeper Batsman,421,600000,RCB,2009,"6,00,000"
335,Dale Steyn,South Africa,Bowler,32,15964000,RCB,2009,"1,59,64,000"
336,Devraj Patil,India,Wicketkeeper Batsman,584,1200000,RCB,2009,"12,00,000"
337,Dillon Du Preez,South Africa,All-Rounder,587,1228000,RCB,2009,"12,28,000"
338,Gaurav Dhiman,India,All-Rounder,662,800000,RCB,2009,"8,00,000"
339,Ishank Jaggi,India,Batsman,422,600000,RCB,2009,"6,00,000"
340,Jacques Kallis,South Africa,All-Rounder,53,44208000,RCB,2009,"4,42,08,000"
341,Jagadeesh Arunkumar,India,Batsman,582,1200000,RCB,2009,"12,00,000"
342,Jesse Ryder,New Zealand,All-Rounder,244,7859200,RCB,2009,"78,59,200"
343,Jitendra Patil,India,Bowler,770,600000,RCB,2009,"6,00,000"
344,Karn Sharma,India,Bowler,49,1200000,RCB,2009,"12,00,000"
345,Kedar Jadhav,India,All-Rounder,52,600000,RCB,2009,"6,00,000"
346,Kevin Pietersen,England,Batsman,47,76136000,RCB,2009,"7,61,36,000"
347,KP Appanna,India,Bowler,565,400000,RCB,2009,"4,00,000"
348,Manish Pandey,India,Batsman,26,1200000,RCB,2009,"12,00,000"
349,Mark Boucher,South Africa,Batsman,186,22104000,RCB,2009,"2,21,04,000"
350,Nathan Bracken,Australia,Bowler,266,15964000,RCB,2009,"1,59,64,000"
351,Pankaj Singh,India,Batsman,315,1200000,RCB,2009,"12,00,000"
352,Praveen Kumar,India,Bowler,79,12000000,RCB,2009,"1,20,00,000"
353,Rahul Dravid,India,Batsman,96,41400000,RCB,2009,"4,14,00,000"
354,Rajesh Bishnoi,India,Batsman,999,600000,RCB,2009,
355,Raju Bhatkal,India,All-Rounder,527,800000,RCB,2009,"8,00,000"
356,Rangaraj Suthesh,India,Bowler,750,800000,RCB,2009,"8,00,000"
357,RK Sabharwal,India,Wicketkeeper Batsman,784,400000,RCB,2009,"4,00,000"
358,Robin Uthappa,India,Batsman,9,32000000,RCB,2009,"3,20,00,000"
359,Roelof Van der Merwe,Netherlands,All-Rounder,364,1473600,RCB,2009,"14,73,600"
360,Ross Taylor,New Zealand,Batsman,98,4912000,RCB,2009,"49,12,000"
361,Saurabh Bandekar,India,All-Rounder,769,600000,RCB,2009,"6,00,000"
362,Shreevats Goswami,India,Wicketkeeper Batsman,212,1200000,RCB,2009,"12,00,000"
363,Sreenath Aravind,India,Bowler,377,800000,RCB,2009,"8,00,000"
364,Sunil Joshi,India,All-Rounder,583,1200000,RCB,2009,"12,00,000"
365,Tinu Yohannan,India,Bowler,685,1200000,RCB,2009,"12,00,000"
366,Udit Patel,India,All-Rounder,751,800000,RCB,2009,"8,00,000"
367,Vinay Kumar,India,Bowler,78,1200000,RCB,2009,"12,00,000"
368,Virat Kohli,India,Batsman,3,1200000,RCB,2009,"12,00,000"
369,Wasim Jaffer,India,Batsman,357,6000000,RCB,2009,"60,00,000"
370,Abdulahad Malek,India,Wicketkeeper Batsman,764,600000,RR,2009,"6,00,000"
371,Abhishek Raut,India,All-Rounder,420,800000,RR,2009,"8,00,000"
372,Aditya Angle,India,Batsman,741,400000,RR,2009,"4,00,000"
373,Amit Singh,India,Bowler,428,600000,RR,2009,"6,00,000"
374,Anup Revandkar,India,Bowler,742,400000,RR,2009,"4,00,000"
375,Ashraf Makda,India,Bowler,767,600000,RR,2009,"6,00,000"
376,Atul Sharma,India,Bowler,766,600000,RR,2009,"6,00,000"
377,Dimitri Mascarenhas,England,All-Rounder,272,4912000,RR,2009,"49,12,000"
378,Dinesh Salunkhe,India,Bowler,535,1000000,RR,2009,
379,Gajendra Singh,India,Bowler,783,400000,RR,2009,"4,00,000"
380,Graeme Smith,South Africa,Batsman,154,23332000,RR,2009,"2,33,32,000"
381,Johan Botha,South Africa,All-Rounder,139,1473600,RR,2009,"14,73,600"
382,Justin Langer,Australia,Batsman,318,9824000,RR,2009,"98,24,000"
383,Kamran Khan,India,Bowler,536,600000,RR,2009,"6,00,000"
384,Lee Carseldine,Australia,All-Rounder,666,1473600,RR,2009,"14,73,600"
385,Mahesh Rawat,India,Wicketkeeper Batsman,534,1200000,RR,2009,"12,00,000"
386,Mohammad Kaif,India,Batsman,185,27000000,RR,2009,"2,70,00,000"
387,Mohammed Arif,India,Bowler,765,600000,RR,2009,"6,00,000"
388,Morne Morkel,South Africa,Bowler,111,2947200,RR,2009,"29,47,200"
389,Munaf Patel,India,Bowler,133,11000000,RR,2009,"1,10,00,000"
390,Naman Ojha,India,Wicketkeeper Batsman,188,1200000,RR,2009,"12,00,000"
391,Niraj Patel,India,Batsman,577,1200000,RR,2009,"12,00,000"
392,Parag More,India,Batsman,659,800000,RR,2009,"8,00,000"
393,Paras Dogra,India,Batsman,401,800000,RR,2009,"8,00,000"
394,Paul Valthaty,India,Batsman,435,800000,RR,2009,"8,00,000"
395,Pushkaraj Chavan,India,Batsman,763,600000,RR,2009,"6,00,000"
396,Raiphi Gomez,India,All-Rounder,472,600000,RR,2009,"6,00,000"
397,Ravindra Jadeja,India,All-Rounder,11,1200000,RR,2009,"12,00,000"
398,Rob Quiney,Australia,Batsman,667,1473600,RR,2009,"14,73,600"
399,Shane Harwood,Australia,Bowler,732,982400,RR,2009,"9,82,400"
400,Shane Warne (c),Australia,Bowler,125,22104000,RR,2009,"2,21,04,000"
401,Shane Watson,Australia,All-Rounder,10,6140000,RR,2009,"61,40,000"
402,Shaun Tait,Australia,Bowler,176,18420000,RR,2009,"1,84,20,000"
403,Shrideep Mangela,India,Batsman,768,600000,RR,2009,"6,00,000"
404,Siddharth Chitnis,India,Batsman,493,800000,RR,2009,"8,00,000"
405,Siddharth Trivedi,India,Bowler,352,1200000,RR,2009,"12,00,000"
406,Swapnil Asnodkar,India,Batsman,444,1200000,RR,2009,"12,00,000"
407,Tyron Henderson,South Africa,Bowler,256,31928000,RR,2009,"3,19,28,000"
408,Yusuf Pathan,India,All-Rounder,27,19000000,RR,2009,"1,90,00,000"
409,Abhinav Kumar,India,Batsman,771,600000,SRH,2009,"6,00,000"
410,Adam Gilchrist,Australia,Wicketkeeper Batsman,86,34384000,SRH,2009,"3,43,84,000"
411,Andrew Symonds,Australia,All-Rounder,87,66312000,SRH,2009,"6,63,12,000"
412,Arjun Yadav,India,Batsman,381,1200000,SRH,2009,"12,00,000"
413,Azhar Bilakhia,India,Batsman,594,1000000,SRH,2009,"10,00,000"
414,Chamara Silva,Sri Lanka,Batsman,398,4912000,SRH,2009,"49,12,000"
415,Chaminda Vaas,Sri Lanka,All-Rounder,275,9824000,SRH,2009,"98,24,000"
416,Doddapaneni Kalyankrishna,India,Bowler,586,1200000,SRH,2009,"12,00,000"
417,Dwaraka Ravi Teja,India,Batsman,382,1200000,SRH,2009,"12,00,000"
418,Dwayne Smith,West Indies,All-Rounder,114,4912000,SRH,2009,"49,12,000"
419,Fidel Edwards,West Indies,Bowler,313,7368000,SRH,2009,"73,68,000"
420,Halhadar Das,India,Wicketkeeper Batsman,663,800000,SRH,2009,"8,00,000"
421,Harmeet Singh,India,Bowler,506,600000,SRH,2009,"6,00,000"
422,Herschelle Gibbs,South Africa,Batsman,177,28244000,SRH,2009,"2,82,44,000"
423,Jaskaran Singh,India,Bowler,537,600000,SRH,2009,"6,00,000"
424,Manvinder Bisla,India,Wicketkeeper Batsman,285,1200000,SRH,2009,"12,00,000"
425,Nuwan Zoysa,Sri Lanka,Bowler,376,5403200,SRH,2009,"54,03,200"
426,Paidikalva Vijaykumar,India,Bowler,585,1200000,SRH,2009,"12,00,000"
427,PM Sarvesh Kumar,India,Bowler,664,800000,SRH,2009,"8,00,000"
428,Pragyan Ojha,India,Bowler,156,1200000,SRH,2009,"12,00,000"
429,Rohit Sharma,India,Batsman,2,30000000,SRH,2009,"3,00,00,000"
430,RP Singh,India,Bowler,102,35000000,SRH,2009,"3,50,00,000"
431,Ryan Harris,Australia,Bowler,204,3438400,SRH,2009,"34,38,400"
432,Scott Styris,New Zealand,All-Rounder,250,8596000,SRH,2009,"85,96,000"
433,Shoaib Ahmed,India,Batsman,761,736800,SRH,2009,"7,36,800"
434,Tirumalasetti Suman,India,Batsman,362,1000000,SRH,2009,"10,00,000"
435,Venugopal Rao,India,Batsman,158,1200000,SRH,2009,"12,00,000"
436,VVS Laxman,India,Batsman,195,15000000,SRH,2009,"1,50,00,000"
437,Albie Morkel,South Africa,All-Rounder,95,31245750,CSK,2010,"3,12,45,750"
438,Arun Karthik,India,Wicketkeeper Batsman,402,800000,CSK,2010,"8,00,000"
439,Chandrasekar Ganapathy,India,All-Rounder,752,800000,CSK,2010,"8,00,000"
440,Doug Bollinger,Australia,Bowler,182,9258000,CSK,2010,"92,58,000"
441,George Bailey,Australia,Batsman,179,2314500,CSK,2010,"23,14,500"
442,Hemang Badani,India,Batsman,686,1200000,CSK,2010,"12,00,000"
443,Jacob Oram,New Zealand,All-Rounder,159,31245750,CSK,2010,"3,12,45,750"
444,Joginder Sharma,India,Bowler,257,9000000,CSK,2010,"90,00,000"
445,Justin Kemp,South Africa,All-Rounder,490,4629000,CSK,2010,"46,29,000"
446,Lakshmipathy Balaji,India,Bowler,169,1200000,CSK,2010,"12,00,000"
447,Makhaya Ntini,South Africa,Bowler,274,9258000,CSK,2010,"92,58,000"
448,Manpreet Gony,India,Bowler,236,1200000,CSK,2010,"12,00,000"
449,Matthew Hayden,Australia,Batsman,209,17358750,CSK,2010,"1,73,58,750"
450,Michael Hussey,Australia,Batsman,121,11572500,CSK,2010,"1,15,72,500"
451,MS Dhoni,India,Wicketkeeper Batsman,1,60000000,CSK,2010,"6,00,00,000"
452,Murali Vijay,India,Batsman,56,1200000,CSK,2010,"12,00,000"
453,Muttiah Muralitharan,Sri Lanka,Bowler,119,24000000,CSK,2010,"2,40,00,000"
454,Parthiv Patel,India,Wicketkeeper Batsman,88,13000000,CSK,2010,"1,30,00,000"
455,Ravichandran Ashwin,India,All-Rounder,15,1200000,CSK,2010,"12,00,000"
456,S Badrinath,India,Batsman,153,1200000,CSK,2010,"12,00,000"
457,Shadab Jakati,India,Bowler,251,400000,CSK,2010,"4,00,000"
458,Srikkanth Anirudha,India,Batsman,999,2000000,CSK,2010,
459,Sudeep Tyagi,India,Bowler,273,400000,CSK,2010,"4,00,000"
460,Suresh Raina,India,Batsman,4,26000000,CSK,2010,"2,60,00,000"
461,Thilan Thushara,Sri Lanka,Bowler,349,6480600,CSK,2010,"64,80,600"
462,Thisara Perera,Sri Lanka,All-Rounder,143,2314500,CSK,2010,"23,14,500"
463,Aavishkar Salvi,India,Bowler,320,800000,DC,2010,"8,00,000"
464,AB de Villiers,South Africa,Wicketkeeper Batsman,5,13887000,DC,2010,"1,38,87,000"
465,Amit Mishra,India,Bowler,46,1200000,DC,2010,"12,00,000"
466,Andrew McDonald,Australia,All-Rounder,343,1388700,DC,2010,"13,88,700"
467,Ashish Nehra,India,Bowler,59,16000000,DC,2010,"1,60,00,000"
468,Daniel Vettori (c),New Zealand,All-Rounder,999,26300000,DC,2010,
469,David Warner,Australia,Batsman,16,1388700,DC,2010,"13,88,700"
470,Dinesh Karthik,India,Wicketkeeper Batsman,12,21000000,DC,2010,"2,10,00,000"
471,Dirk Nannes,Australia,Bowler,165,1388700,DC,2010,"13,88,700"
472,Farveez Maharoof,Sri Lanka,All-Rounder,261,10415250,DC,2010,"1,04,15,250"
473,Gautam Gambhir,India,Batsman,7,29000000,DC,2010,"2,90,00,000"
474,Joginder Singh,India,All-Rounder,772,600000,DC,2010,"6,00,000"
475,Kedar Jadhav,India,All-Rounder,52,800000,DC,2010,"8,00,000"
476,Mithun Manhas,India,All-Rounder,311,1200000,DC,2010,"12,00,000"
477,Moises Henriques,Australia,All-Rounder,117,20830500,DC,2010,"2,08,30,500"
478,Paul Collingwood,England,All-Rounder,210,12729750,DC,2010,"1,27,29,750"
479,Pradeep Sangwan,India,Bowler,271,1200000,DC,2010,"12,00,000"
480,Rajat Bhatia,India,All-Rounder,200,1200000,DC,2010,"12,00,000"
481,Sarabjit Ladda,India,Bowler,417,800000,DC,2010,"8,00,000"
482,Sarandeep Singh,India,Bowler,688,1200000,DC,2010,"12,00,000"
483,Shashi Ranjan,India,Bowler,773,600000,DC,2010,"6,00,000"
484,Tillakaratne Dilshan,Sri Lanka,All-Rounder,135,11572500,DC,2010,"1,15,72,500"
485,Umesh Yadav,India,Bowler,50,1200000,DC,2010,"12,00,000"
486,Virender Sehwag,India,Batsman,37,33350000,DC,2010,"3,33,50,000"
487,Wayne Parnell,South Africa,Bowler,196,28236900,DC,2010,"2,82,36,900"
488,Yo Mahesh,India,All-Rounder,380,1200000,DC,2010,"12,00,000"
489,Yogesh Nagar,India,All-Rounder,419,2000000,DC,2010,
490,Ajantha Mendis,Sri Lanka,Bowler,228,1388700,KKR,2010,"13,88,700"
491,Ajit Agarkar,India,Bowler,192,14000000,KKR,2010,"1,40,00,000"
492,Angelo Mathews,Sri Lanka,All-Rounder,80,1388700,KKR,2010,"13,88,700"
493,Ashok Dinda,India,Bowler,167,1200000,KKR,2010,"12,00,000"
494,Brad Hodge,Australia,Batsman,166,1388700,KKR,2010,"13,88,700"
495,Brendon McCullum,New Zealand,Wicketkeeper Batsman,40,32403000,KKR,2010,"3,24,03,000"
496,Charl Langeveldt,South Africa,Bowler,327,1388700,KKR,2010,"13,88,700"
497,Cheteshwar Pujara,India,Batsman,144,800000,KKR,2010,"8,00,000"
498,Chirag Pathak,India,Batsman,776,600000,KKR,2010,"6,00,000"
499,Chris Gayle,West Indies,All-Rounder,21,37032000,KKR,2010,"3,70,32,000"
500,David Hussey,Australia,All-Rounder,60,28931250,KKR,2010,"2,89,31,250"
501,Eklak Ahmid,India,Bowler,775,600000,KKR,2010,"6,00,000"
502,Ganapathi Vignesh,India,All-Rounder,446,600000,KKR,2010,"6,00,000"
503,Harpreet Singh,India,Batsman,999,2000000,KKR,2010,"20,00,000"
504,Harshad Khadiwale,India,Batsman,497,600000,KKR,2010,"6,00,000"
505,Iqbal Abdulla,India,All-Rounder,291,600000,KKR,2010,"6,00,000"
506,Ishant Sharma,India,Bowler,58,38000000,KKR,2010,"3,80,00,000"
507,Jaydev Unadkat,India,Bowler,999,800000,KKR,2010,
508,Laxmi Shukla,India,All-Rounder,259,1200000,KKR,2010,"12,00,000"
509,Mandeep Singh,India,All-Rounder,999,1000000,KKR,2010,
510,Manoj Tiwary,India,Batsman,89,27000000,KKR,2010,"2,70,00,000"
511,Mohnish Parmar,India,Bowler,999,800000,KKR,2010,
512,Murali Kartik,India,Bowler,162,17000000,KKR,2010,"1,70,00,000"
513,Owais Shah,England,Batsman,290,12729750,KKR,2010,"1,27,29,750"
514,Rohan Gavaskar,India,All-Rounder,691,1000000,KKR,2010,"10,00,000"
515,Shane Bond,New Zealand,Bowler,252,34717500,KKR,2010,"3,47,17,500"
516,Sourav Ganguly,India,Batsman,108,43700000,KKR,2010,"4,37,00,000"
517,Varun Aaron,India,Bowler,126,800000,KKR,2010,"8,00,000"
518,Wriddhiman Saha,India,Wicketkeeper Batsman,97,1200000,KKR,2010,"12,00,000"
519,Adrian Barath,West Indies,Batsman,734,925800,KXIP,2010,"9,25,800"
520,Amanpreet Singh,India,Bowler,683,600000,KXIP,2010,"6,00,000"
521,Bipul Sharma,India,All-Rounder,331,1000000,KXIP,2010,"10,00,000"
522,Brett Lee,Australia,Bowler,100,41661000,KXIP,2010,"4,16,61,000"
523,Irfan Pathan,India,All-Rounder,36,37000000,KXIP,2010,"3,70,00,000"
524,James Hopes,Australia,All-Rounder,202,13887000,KXIP,2010,"1,38,87,000"
525,Juan Theron,South Africa,Bowler,500,1388700,KXIP,2010,"13,88,700"
526,Karan Goel,India,Batsman,529,1200000,KXIP,2010,"12,00,000"
527,Kumar Sangakkara,Sri Lanka,Wicketkeeper Batsman,93,32403000,KXIP,2010,"3,24,03,000"
528,Love Ablish,India,Bowler,440,800000,KXIP,2010,"8,00,000"
529,Mahela Jayawardene,Sri Lanka,Batsman,70,19000000,KXIP,2010,"1,90,00,000"
530,Manvinder Bisla,India,Wicketkeeper Batsman,285,1000000,KXIP,2010,"10,00,000"
531,Mohammad Kaif,India,Batsman,185,10000000,KXIP,2010,"1,00,00,000"
532,Piyush Chawla,India,All-Rounder,24,16000000,KXIP,2010,"1,60,00,000"
533,Ramesh Powar,India,Bowler,245,6800000,KXIP,2010,"68,00,000"
534,Ravi Bopara,England,Batsman,206,20830500,KXIP,2010,"2,08,30,500"
535,Reetinder Sodhi,India,All-Rounder,687,1200000,KXIP,2010,"12,00,000"
536,Shalabh Srivastava,India,Bowler,441,800000,KXIP,2010,"8,00,000"
537,Shaun Marsh,Australia,Batsman,120,1388700,KXIP,2010,"13,88,700"
538,Sreesanth,India,Bowler,118,25000000,KXIP,2010,"2,50,00,000"
539,Sunny Sohal,India,Batsman,999,800000,KXIP,2010,
540,Tanmay Srivastava,India,Batsman,449,1200000,KXIP,2010,"12,00,000"
541,Vikram Singh,India,Bowler,999,1200000,KXIP,2010,
542,Vikramjeet Malik,India,Bowler,344,800000,KXIP,2010,"8,00,000"
543,Yusuf Abdulla,South Africa,Bowler,489,2314500,KXIP,2010,"23,14,500"
544,Yuvraj Singh,India,Batsman,8,42550000,KXIP,2010,"4,25,50,000"
545,Abhishek Nayar,India,All-Rounder,140,1200000,MI,2010,"12,00,000"
546,Abu Nechim Ahmed,India,Bowler,312,600000,MI,2010,"6,00,000"
547,Aditya Tare,India,Wicketkeeper Batsman,201,600000,MI,2010,"6,00,000"
548,Ali Murtaza,India,Bowler,442,800000,MI,2010,"8,00,000"
549,Ambati Rayudu,India,Batsman,68,1200000,MI,2010,"12,00,000"
550,Chandan Madan,India,Wicketkeeper Batsman,531,600000,MI,2010,"6,00,000"
551,Dhawal Kulkarni,India,Bowler,161,1200000,MI,2010,"12,00,000"
552,Dilhara Fernando,Sri Lanka,Bowler,283,6943500,MI,2010,"69,43,500"
553,Dwayne Bravo,West Indies,All-Rounder,33,6943500,MI,2010,"69,43,500"
554,Graham Napier,England,All-Rounder,564,1388700,MI,2010,"13,88,700"
555,Harbhajan Singh,India,Bowler,22,34000000,MI,2010,"3,40,00,000"
556,Ishan Malhotra,India,Bowler,570,600000,MI,2010,"6,00,000"
557,Jean-Paul Duminy,South Africa,All-Rounder,82,43975500,MI,2010,"4,39,75,500"
558,Kieron Pollard,West Indies,All-Rounder,14,34717500,MI,2010,"3,47,17,500"
559,Lasith Malinga,Sri Lanka,Bowler,29,16201500,MI,2010,"1,62,01,500"
560,Rahul Shukla,India,Bowler,450,600000,MI,2010,"6,00,000"
561,Rajagopal Sathish,India,All-Rounder,384,1200000,MI,2010,"12,00,000"
562,Ryan Mclaren,South Africa,All-Rounder,323,1388700,MI,2010,"13,88,700"
563,Sachin Tendulkar,India,Batsman,42,44850000,MI,2010,"4,48,50,000"
564,Sanath Jayasuriya,Sri Lanka,All-Rounder,134,45132750,MI,2010,"4,51,32,750"
565,Saurabh Tiwary,India,Batsman,65,1200000,MI,2010,"12,00,000"
566,Shikhar Dhawan,India,Batsman,13,1200000,MI,2010,"12,00,000"
567,Stuart Binny,India,All-Rounder,999,2000000,MI,2010,
568,Syed Shahabuddin,India,Bowler,774,600000,MI,2010,"6,00,000"
569,Zaheer Khan,India,Bowler,57,18000000,MI,2010,"1,80,00,000"
570,Abhimanyu Mithun,India,Bowler,220,800000,RCB,2010,"8,00,000"
571,Anil Kumble,India,Bowler,197,20000000,RCB,2010,"2,00,00,000"
572,Balachandra Akhil,India,Bowler,445,1200000,RCB,2010,"12,00,000"
573,Bhuvneshwar kumar,India,Bowler,25,600000,RCB,2010,"6,00,000"
574,Cameron White,Australia,Batsman,84,23145000,RCB,2010,"2,31,45,000"
575,Dale Steyn,South Africa,Bowler,32,15044250,RCB,2010,"1,50,44,250"
576,Dillon Du Preez,South Africa,All-Rounder,587,1157250,RCB,2010,"11,57,250"
577,Eoin Morgan,England,Batsman,90,10183800,RCB,2010,"1,01,83,800"
578,Jacques Kallis,South Africa,All-Rounder,53,41661000,RCB,2010,"4,16,61,000"
579,Kevin Pietersen,England,Batsman,47,71749500,RCB,2010,"7,17,49,500"
580,KP Appanna,India,Bowler,565,400000,RCB,2010,"4,00,000"
581,Manish Pandey,India,Batsman,26,1200000,RCB,2010,"12,00,000"
582,Mark Boucher,South Africa,Batsman,186,20830500,RCB,2010,"2,08,30,500"
583,Nayan Doshi,England,Bowler,538,3000000,RCB,2010,
584,Pankaj Singh,India,Bowler,999,1200000,RCB,2010,
585,Praveen Kumar,India,Bowler,79,12000000,RCB,2010,"1,20,00,000"
586,Rahul Dravid,India,Batsman,96,41400000,RCB,2010,"4,14,00,000"
587,Robin Uthappa,India,Batsman,9,32000000,RCB,2010,"3,20,00,000"
588,Roelof Van der Merwe,Netherlands,All-Rounder,364,1388700,RCB,2010,"13,88,700"
589,Ross Taylor,New Zealand,Batsman,98,4629000,RCB,2010,"46,29,000"
590,Shreevats Goswami,India,Wicketkeeper Batsman,212,1200000,RCB,2010,"12,00,000"
591,Sridharan Sriram,India,Batsman,501,1200000,RCB,2010,"12,00,000"
592,Steven Smith,Australia,Batsman,31,1388700,RCB,2010,"13,88,700"
593,Vinay Kumar,India,Bowler,78,1200000,RCB,2010,"12,00,000"
594,Virat Kohli,India,Batsman,3,1200000,RCB,2010,"12,00,000"
595,Aaron Finch,Australia,Batsman,85,1388700,RR,2010,"13,88,700"
596,Abhishek Jhunjhunwala,India,Batsman,437,800000,RR,2010,"8,00,000"
597,Abhishek Raut,India,All-Rounder,420,800000,RR,2010,"8,00,000"
598,Adam Voges,Australia,Batsman,588,2314500,RR,2010,"23,14,500"
599,Aditya Dole,India,Bowler,488,800000,RR,2010,"8,00,000"
600,Amit paunikar,India,Wicketkeeper Batsman,438,800000,RR,2010,"8,00,000"
601,Amit Singh,India,Bowler,428,600000,RR,2010,"6,00,000"
602,Amit Uniyal,India,Bowler,753,800000,RR,2010,"8,00,000"
603,Damien Martyn,Australia,Batsman,491,4629000,RR,2010,"46,29,000"
604,Dimitri Mascarenhas,England,All-Rounder,272,4629000,RR,2010,"46,29,000"
605,Faiz Fazal,India,Batsman,436,800000,RR,2010,"8,00,000"
606,Graeme Smith,South Africa,Batsman,154,21987750,RR,2010,"2,19,87,750"
607,Johan Botha,South Africa,All-Rounder,139,1388700,RR,2010,"13,88,700"
608,Kamran Khan,India,Bowler,536,600000,RR,2010,"6,00,000"
609,Michael Lumb,England,Batsman,476,1388700,RR,2010,"13,88,700"
610,Morne Morkel,South Africa,Bowler,111,2777400,RR,2010,"27,77,400"
611,Munaf Patel,India,Bowler,133,11000000,RR,2010,"1,10,00,000"
612,Naman Ojha,India,Wicketkeeper Batsman,188,1200000,RR,2010,"12,00,000"
613,Paras Dogra,India,Batsman,401,800000,RR,2010,"8,00,000"
614,Shane Warne (c),Australia,Bowler,125,20830500,RR,2010,"2,08,30,500"
615,Shane Watson,Australia,All-Rounder,10,5786250,RR,2010,"57,86,250"
616,Shaun Tait,Australia,Bowler,176,17358750,RR,2010,"1,73,58,750"
617,Shrikant Wagh,India,All-Rounder,439,800000,RR,2010,"8,00,000"
618,Siddharth Trivedi,India,Bowler,352,1200000,RR,2010,"12,00,000"
619,Sumit Narwal,India,All-Rounder,400,800000,RR,2010,"8,00,000"
620,Swapnil Asnodkar,India,Batsman,444,1200000,RR,2010,"12,00,000"
621,Syed Quadri,India,All-Rounder,669,600000,RR,2010,"6,00,000"
622,Yusuf Pathan,India,All-Rounder,27,19000000,RR,2010,"1,90,00,000"
623,Adam Gilchrist,Australia,Wicketkeeper Batsman,86,32403000,SRH,2010,"3,24,03,000"
624,Andrew Symonds,Australia,All-Rounder,87,62491500,SRH,2010,"6,24,91,500"
625,Anirudh Singh,India,Batsman,777,600000,SRH,2010,"6,00,000"
626,Arjun Yadav,India,Batsman,381,1200000,SRH,2010,"12,00,000"
627,Ashish Reddy,India,Batsman,571,600000,SRH,2010,"6,00,000"
628,Azhar Bilakhia,India,Batsman,594,1000000,SRH,2010,"10,00,000"
629,Bodapati Sumanth,India,Batsman,778,600000,SRH,2010,"6,00,000"
630,Chaminda Vaas,Sri Lanka,All-Rounder,275,9258000,SRH,2010,"92,58,000"
631,Dwaraka Ravi Teja,India,Batsman,382,1200000,SRH,2010,"12,00,000"
632,Dwayne Smith,West Indies,All-Rounder,114,4629000,SRH,2010,"46,29,000"
633,Harmeet Singh,India,Bowler,506,600000,SRH,2010,"6,00,000"
634,Herschelle Gibbs,South Africa,Batsman,177,26616750,SRH,2010,"2,66,16,750"
635,Jaskaran Singh,India,Bowler,537,600000,SRH,2010,"6,00,000"
636,kemar Roach,West Indies,Bowler,253,33328800,SRH,2010,"3,33,28,800"
637,Mitchell Marsh,Australia,All-Rounder,101,2314500,SRH,2010,"23,14,500"
638,Mohnish Mishra,India,Batsman,443,800000,SRH,2010,"8,00,000"
639,Pragyan Ojha,India,Bowler,156,1200000,SRH,2010,"12,00,000"
640,Rahul Sharma,India,Bowler,269,800000,SRH,2010,"8,00,000"
641,Rohit Sharma,India,Batsman,2,30000000,SRH,2010,"3,00,00,000"
642,RP Singh,India,Bowler,102,35000000,SRH,2010,"3,50,00,000"
643,Ryan Harris,Australia,Bowler,204,3240300,SRH,2010,"32,40,300"
644,Tirumalasetti Suman,India,Batsman,362,1000000,SRH,2010,"10,00,000"
645,Venugopal Rao,India,Batsman,158,1200000,SRH,2010,"12,00,000"
646,VVS Laxman,India,Batsman,195,15000000,SRH,2010,"1,50,00,000"
647,Abhinav Mukund,India,Batsman,399,3000000,CSK,2011,"30,00,000"
648,Albie Morkel,South Africa,All-Rounder,95,23000000,CSK,2011,"2,30,00,000"
649,Ben Hilfenhaus,Australia,Bowler,242,4600000,CSK,2011,"46,00,000"
650,Doug Bollinger,Australia,Bowler,182,32200000,CSK,2011,"3,22,00,000"
651,Dwayne Bravo,West Indies,All-Rounder,33,9200000,CSK,2011,"92,00,000"
652,Faf Du Plessis,South Africa,Batsman,67,5520000,CSK,2011,"55,20,000"
653,Ganapathi Vignesh,India,All-Rounder,446,3000000,CSK,2011,"30,00,000"
654,George Bailey,Australia,Batsman,179,2300000,CSK,2011,"23,00,000"
655,Joginder Sharma,India,Bowler,257,6900000,CSK,2011,"69,00,000"
656,Kuthethurshri Vasudevadas,India,Bowler,456,3000000,CSK,2011,"30,00,000"
657,Michael Hussey,Australia,Batsman,121,19550000,CSK,2011,"1,95,50,000"
658,MS Dhoni,India,Wicketkeeper Batsman,1,82800000,CSK,2011,"8,28,00,000"
